Ubigeo|Departamento|Provincia|Distrito|Codigo|distrito_det|FlgZona|CENTROSNEGOCIO|FLGPROVCENTROSNEGOCIO|distrito_agg|FlgCiudad|
060503|CAJAMARCA|CUTERVO|CUJILLO|060604|CUTERVO|PROV|||CUTERVO|0|
060504|CAJAMARCA|CUTERVO|CHOROS|060603|CUTERVO|PROV|||CUTERVO|0|
060505|CAJAMARCA|CUTERVO|LA RAMADA|060605|CUTERVO|PROV|||CUTERVO|0|
060506|CAJAMARCA|CUTERVO|PIMPINGOS|060606|CUTERVO|PROV|||CUTERVO|0|
060507|CAJAMARCA|CUTERVO|QUEROCOTILLO|060607|CUTERVO|PROV|||CUTERVO|0|
060508|CAJAMARCA|CUTERVO|SAN ANDRES DE CUTERVO|060608|CUTERVO|PROV|||CUTERVO|0|
060509|CAJAMARCA|CUTERVO|SAN JUAN DE CUTERVO|060609|CUTERVO|PROV|||CUTERVO|0|
060510|CAJAMARCA|CUTERVO|SAN LUIS DE LUCMA|060610|CUTERVO|PROV|||CUTERVO|0|
060511|CAJAMARCA|CUTERVO|SANTA CRUZ|060611|CUTERVO|PROV|||CUTERVO|0|
060512|CAJAMARCA|CUTERVO|SANTO DOMINGO DE LA CAPILLA|060612|CUTERVO|PROV|||CUTERVO|0|
060513|CAJAMARCA|CUTERVO|SANTO TOMAS|060613|CUTERVO|PROV|||CUTERVO|0|
060514|CAJAMARCA|CUTERVO|SOCOTA|060614|CUTERVO|PROV|||CUTERVO|0|
060515|CAJAMARCA|CUTERVO|TORIBIO CASANOVA|060615|CUTERVO|PROV|||CUTERVO|0|
060601|CAJAMARCA|CHOTA|CHOTA|060401|CHOTA|PROV|||CHOTA|0|
060602|CAJAMARCA|CHOTA|ANGUIA|060402|CHOTA|PROV|||CHOTA|0|
060603|CAJAMARCA|CHOTA|COCHABAMBA|060407|CHOTA|PROV|||CHOTA|0|
060604|CAJAMARCA|CHOTA|CONCHAN|060408|CHOTA|PROV|||CHOTA|0|
060605|CAJAMARCA|CHOTA|CHADIN|060403|CHOTA|PROV|||CHOTA|0|
060606|CAJAMARCA|CHOTA|CHIGUIRIP|060404|CHOTA|PROV|||CHOTA|0|
060607|CAJAMARCA|CHOTA|CHIMBAN|060405|CHOTA|PROV|||CHOTA|0|
060608|CAJAMARCA|CHOTA|HUAMBOS|060409|CHOTA|PROV|||CHOTA|0|
060609|CAJAMARCA|CHOTA|LAJAS|060410|CHOTA|PROV|||CHOTA|0|
060610|CAJAMARCA|CHOTA|LLAMA|060411|CHOTA|PROV|||CHOTA|0|
060611|CAJAMARCA|CHOTA|MIRACOSTA|060412|CHOTA|PROV|||CHOTA|0|
060612|CAJAMARCA|CHOTA|PACCHA|060413|CHOTA|PROV|||CHOTA|0|
060613|CAJAMARCA|CHOTA|PION|060414|CHOTA|PROV|||CHOTA|0|
060614|CAJAMARCA|CHOTA|QUEROCOTO|060415|CHOTA|PROV|||CHOTA|0|
060615|CAJAMARCA|CHOTA|TACABAMBA|060417|CHOTA|PROV|||CHOTA|0|
060616|CAJAMARCA|CHOTA|TOCMOCHE|060418|CHOTA|PROV|||CHOTA|0|
060617|CAJAMARCA|CHOTA|SAN JUAN DE LICUPIS|060416|CHOTA|PROV|||CHOTA|0|
060618|CAJAMARCA|CHOTA|CHOROPAMPA|060406|CHOTA|PROV|||CHOTA|0|
060619|CAJAMARCA|CHOTA|CHALAMARCA|060419|CHOTA|PROV|||CHOTA|0|
060701|CAJAMARCA|HUALGAYOC|BAMBAMARCA|060701|HUALGAYOC|PROV|||HUALGAYOC|0|
060702|CAJAMARCA|HUALGAYOC|CHUGUR|060702|HUALGAYOC|PROV|||HUALGAYOC|0|
060703|CAJAMARCA|HUALGAYOC|HUALGAYOC|060703|HUALGAYOC|PROV|||HUALGAYOC|0|
060801|CAJAMARCA|JAEN|JAEN|060801|JAEN|PROV|||JAEN|1|
060802|CAJAMARCA|JAEN|BELLAVISTA|060802|JAEN|PROV|||JAEN|1|
060803|CAJAMARCA|JAEN|COLASAY|060804|JAEN|PROV|||JAEN|1|
060804|CAJAMARCA|JAEN|CHONTALI|060803|JAEN|PROV|||JAEN|1|
060805|CAJAMARCA|JAEN|POMAHUACA|060807|JAEN|PROV|||JAEN|1|
060806|CAJAMARCA|JAEN|PUCARA|060808|JAEN|PROV|||JAEN|1|
060807|CAJAMARCA|JAEN|SALLIQUE|060809|JAEN|PROV|||JAEN|1|
060808|CAJAMARCA|JAEN|SAN FELIPE|060810|JAEN|PROV|||JAEN|1|
060809|CAJAMARCA|JAEN|SAN JOSE DEL ALTO|060811|JAEN|PROV|||JAEN|1|
060810|CAJAMARCA|JAEN|SANTA ROSA|060812|JAEN|PROV|||JAEN|1|
060811|CAJAMARCA|JAEN|LAS PIRIAS|060806|JAEN|PROV|||JAEN|1|
060812|CAJAMARCA|JAEN|HUABAL|060805|JAEN|PROV|||JAEN|1|
060901|CAJAMARCA|SANTA CRUZ|SANTA CRUZ|061301|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060902|CAJAMARCA|SANTA CRUZ|CATACHE|061303|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060903|CAJAMARCA|SANTA CRUZ|CHANCAYBAÑOS|061304|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060904|CAJAMARCA|SANTA CRUZ|LA ESPERANZA|061305|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060905|CAJAMARCA|SANTA CRUZ|NINABAMBA|061306|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060906|CAJAMARCA|SANTA CRUZ|PULAN|061307|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060907|CAJAMARCA|SANTA CRUZ|SEXI|061309|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060908|CAJAMARCA|SANTA CRUZ|UTICYACU|061310|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060909|CAJAMARCA|SANTA CRUZ|YAUYUCAN|061311|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060910|CAJAMARCA|SANTA CRUZ|ANDABAMBA|061302|SANTA CRUZ|PROV|||SANTA CRUZ|0|
060911|CAJAMARCA|SANTA CRUZ|SAUCEPAMPA|061308|SANTA CRUZ|PROV|||SANTA CRUZ|0|
061001|CAJAMARCA|SAN MIGUEL|SAN MIGUEL|061101|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061002|CAJAMARCA|SAN MIGUEL|CALQUIS|061103|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061003|CAJAMARCA|SAN MIGUEL|LA FLORIDA|061106|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061004|CAJAMARCA|SAN MIGUEL|LLAPA|061107|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061005|CAJAMARCA|SAN MIGUEL|NANCHOC|061108|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061006|CAJAMARCA|SAN MIGUEL|NIEPOS|061109|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061007|CAJAMARCA|SAN MIGUEL|SAN GREGORIO|061110|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061008|CAJAMARCA|SAN MIGUEL|SAN SILVESTRE DE COCHAN|061111|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061009|CAJAMARCA|SAN MIGUEL|EL PRADO|061105|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061010|CAJAMARCA|SAN MIGUEL|UNION AGUA BLANCA|061113|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061011|CAJAMARCA|SAN MIGUEL|TONGOD|061112|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061012|CAJAMARCA|SAN MIGUEL|CATILLUC|061104|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061013|CAJAMARCA|SAN MIGUEL|BOLIVAR|061102|SAN MIGUEL|PROV|||SAN MIGUEL|0|
061101|CAJAMARCA|SAN IGNACIO|SAN IGNACIO|060901|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061102|CAJAMARCA|SAN IGNACIO|CHIRINOS|060902|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061103|CAJAMARCA|SAN IGNACIO|HUARANGO|060903|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061104|CAJAMARCA|SAN IGNACIO|NAMBALLE|060905|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061105|CAJAMARCA|SAN IGNACIO|LA COIPA|060904|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061106|CAJAMARCA|SAN IGNACIO|SAN JOSE DE LOURDES|060906|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061107|CAJAMARCA|SAN IGNACIO|TABACONAS|060907|SAN IGNACIO|PROV|||SAN IGNACIO|0|
061201|CAJAMARCA|SAN MARCOS|PEDRO GALVEZ|061001|SAN MARCOS|PROV|||SAN MARCOS|0|
061202|CAJAMARCA|SAN MARCOS|ICHOCAN|061005|SAN MARCOS|PROV|||SAN MARCOS|0|
061203|CAJAMARCA|SAN MARCOS|GREGORIO PITA|061004|SAN MARCOS|PROV|||SAN MARCOS|0|
061204|CAJAMARCA|SAN MARCOS|JOSE MANUEL QUIROZ|061006|SAN MARCOS|PROV|||SAN MARCOS|0|
061205|CAJAMARCA|SAN MARCOS|EDUARDO VILLANUEVA|061003|SAN MARCOS|PROV|||SAN MARCOS|0|
061206|CAJAMARCA|SAN MARCOS|JOSE SABOGAL|061007|SAN MARCOS|PROV|||SAN MARCOS|0|
061207|CAJAMARCA|SAN MARCOS|CHANCAY|061002|SAN MARCOS|PROV|||SAN MARCOS|0|
061301|CAJAMARCA|SAN PABLO|SAN PABLO|061201|SAN PABLO|PROV|||SAN PABLO|0|
061302|CAJAMARCA|SAN PABLO|SAN BERNARDINO|061202|SAN PABLO|PROV|||SAN PABLO|0|
061303|CAJAMARCA|SAN PABLO|SAN LUIS|061203|SAN PABLO|PROV|||SAN PABLO|0|
061304|CAJAMARCA|SAN PABLO|TUMBADEN|061204|SAN PABLO|PROV|||SAN PABLO|0|
070101|CUSCO|CUSCO|CUSCO|080101|CUSCO|PROV|||CUSCO|1|
070102|CUSCO|CUSCO|CCORCA|080102|CUSCO|PROV|||CUSCO|1|
070103|CUSCO|CUSCO|POROY|080103|CUSCO|PROV|||CUSCO|1|
070104|CUSCO|CUSCO|SAN JERONIMO|080104|CUSCO|PROV|||CUSCO|1|
070105|CUSCO|CUSCO|SAN SEBASTIAN|080105|CUSCO|PROV|||CUSCO|1|
070106|CUSCO|CUSCO|SANTIAGO|080106|CUSCO|PROV|||CUSCO|1|
070107|CUSCO|CUSCO|SAYLLA|080107|CUSCO|PROV|||CUSCO|1|
070108|CUSCO|CUSCO|WANCHAQ|080108|CUSCO|PROV|||CUSCO|1|
070201|CUSCO|ACOMAYO|ACOMAYO|080201|ACOMAYO|PROV|||ACOMAYO|0|
070202|CUSCO|ACOMAYO|ACOPIA|080202|ACOMAYO|PROV|||ACOMAYO|0|
070203|CUSCO|ACOMAYO|ACOS|080203|ACOMAYO|PROV|||ACOMAYO|0|
070204|CUSCO|ACOMAYO|POMACANCHI|080205|ACOMAYO|PROV|||ACOMAYO|0|
070205|CUSCO|ACOMAYO|RONDOCAN|080206|ACOMAYO|PROV|||ACOMAYO|0|
070206|CUSCO|ACOMAYO|SANGARARA|080207|ACOMAYO|PROV|||ACOMAYO|0|
070207|CUSCO|ACOMAYO|MOSOC LLACTA|080204|ACOMAYO|PROV|||ACOMAYO|0|
070301|CUSCO|ANTA|ANTA|080301|ANTA|PROV|||ANTA|0|
070302|CUSCO|ANTA|CHINCHAYPUJIO|080304|ANTA|PROV|||ANTA|0|
070303|CUSCO|ANTA|HUAROCONDO|080305|ANTA|PROV|||ANTA|0|
070304|CUSCO|ANTA|LIMATAMBO|080306|ANTA|PROV|||ANTA|0|
070305|CUSCO|ANTA|MOLLEPATA|080307|ANTA|PROV|||ANTA|0|
070306|CUSCO|ANTA|PUCYURA|080308|ANTA|PROV|||ANTA|0|
070307|CUSCO|ANTA|ZURITE|080309|ANTA|PROV|||ANTA|0|
070308|CUSCO|ANTA|CACHIMAYO|080303|ANTA|PROV|||ANTA|0|
070309|CUSCO|ANTA|ANCAHUASI|080302|ANTA|PROV|||ANTA|0|
070401|CUSCO|CALCA|CALCA|080401|CALCA|PROV|||CALCA|0|
070402|CUSCO|CALCA|COYA|080402|CALCA|PROV|||CALCA|0|
070403|CUSCO|CALCA|LAMAY|080403|CALCA|PROV|||CALCA|0|
070404|CUSCO|CALCA|LARES|080404|CALCA|PROV|||CALCA|0|
070405|CUSCO|CALCA|PISAC|080405|CALCA|PROV|||CALCA|0|
070406|CUSCO|CALCA|SAN SALVADOR|080406|CALCA|PROV|||CALCA|0|
070407|CUSCO|CALCA|TARAY|080407|CALCA|PROV|||CALCA|0|
070408|CUSCO|CALCA|YANATILE|080408|CALCA|PROV|||CALCA|0|
070501|CUSCO|CANAS|YANAOCA|080501|CANAS|PROV|Sicuani||CANAS|0|
150202|LORETO|ALTO AMAZONAS|BALSAPUERTO|160202|ALTO AMAZONAS|PROV|||ALTO AMAZONAS|0|
150205|LORETO|ALTO AMAZONAS|JEBEROS|160205|ALTO AMAZONAS|PROV|||ALTO AMAZONAS|0|
150206|LORETO|ALTO AMAZONAS|LAGUNAS|160206|ALTO AMAZONAS|PROV|||ALTO AMAZONAS|0|
150210|LORETO|ALTO AMAZONAS|SANTA CRUZ|160210|ALTO AMAZONAS|PROV|||ALTO AMAZONAS|0|
150211|LORETO|ALTO AMAZONAS|TENIENTE CESAR LOPEZ ROJAS|160211|ALTO AMAZONAS|PROV|||ALTO AMAZONAS|0|
150301|LORETO|LORETO|NAUTA|160301|LORETO|PROV|||LORETO|0|
150302|LORETO|LORETO|PARINARI|160302|LORETO|PROV|||LORETO|0|
150303|LORETO|LORETO|TIGRE|160303|LORETO|PROV|||LORETO|0|
150304|LORETO|LORETO|URARINAS|160305|LORETO|PROV|||LORETO|0|
150305|LORETO|LORETO|TROMPETEROS|160304|LORETO|PROV|||LORETO|0|
150401|LORETO|REQUENA|REQUENA|160501|REQUENA|PROV|||REQUENA|0|
150402|LORETO|REQUENA|ALTO TAPICHE|160502|REQUENA|PROV|||REQUENA|0|
150403|LORETO|REQUENA|CAPELO|160503|REQUENA|PROV|||REQUENA|0|
150404|LORETO|REQUENA|EMILIO SAN MARTIN|160504|REQUENA|PROV|||REQUENA|0|
150405|LORETO|REQUENA|MAQUIA|160505|REQUENA|PROV|||REQUENA|0|
150406|LORETO|REQUENA|PUINAHUA|160506|REQUENA|PROV|||REQUENA|0|
150407|LORETO|REQUENA|SAQUENA|160507|REQUENA|PROV|||REQUENA|0|
150408|LORETO|REQUENA|SOPLIN|160508|REQUENA|PROV|||REQUENA|0|
150409|LORETO|REQUENA|TAPICHE|160509|REQUENA|PROV|||REQUENA|0|
150410|LORETO|REQUENA|JENARO HERRERA|160510|REQUENA|PROV|||REQUENA|0|
150411|LORETO|REQUENA|YAQUERANA|160511|REQUENA|PROV|||REQUENA|0|
150501|LORETO|UCAYALI|CONTAMANA|160601|UCAYALI|PROV|||UCAYALI|0|
150502|LORETO|UCAYALI|VARGAS GUERRA|160606|UCAYALI|PROV|||UCAYALI|0|
150503|LORETO|UCAYALI|PADRE MARQUEZ|160603|UCAYALI|PROV|||UCAYALI|0|
150504|LORETO|UCAYALI|PAMPA HERMOSA|160604|UCAYALI|PROV|||UCAYALI|0|
150505|LORETO|UCAYALI|SARAYACU|160605|UCAYALI|PROV|||UCAYALI|0|
150506|LORETO|UCAYALI|INAHUAYA|160602|UCAYALI|PROV|||UCAYALI|0|
150601|LORETO|MARISCAL RAMON CASTILLA|RAMON CASTILLA|160401|MARISCAL RAMON CASTILLA|PROV|||MARISCAL RAMON CASTILLA|0|
150602|LORETO|MARISCAL RAMON CASTILLA|PEBAS|160402|MARISCAL RAMON CASTILLA|PROV|||MARISCAL RAMON CASTILLA|0|
150603|LORETO|MARISCAL RAMON CASTILLA|YAVARI|160403|MARISCAL RAMON CASTILLA|PROV|||MARISCAL RAMON CASTILLA|0|
150604|LORETO|MARISCAL RAMON CASTILLA|SAN PABLO|160404|MARISCAL RAMON CASTILLA|PROV|||MARISCAL RAMON CASTILLA|0|
150701|LORETO|DATEM DEL MARAÑON|BARRANCA|160701|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
150702|LORETO|DATEM DEL MARAÑON|ANDOAS|160706|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
150703|LORETO|DATEM DEL MARAÑON|CAHUAPANAS|160702|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
150704|LORETO|DATEM DEL MARAÑON|MANSERICHE|160703|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
150705|LORETO|DATEM DEL MARAÑON|MORONA|160704|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
150706|LORETO|DATEM DEL MARAÑON|PASTAZA|160705|DATEM DEL MARAÑON|PROV|||DATEM DEL MARAÑON|0|
160101|MADRE DE DIOS|TAMBOPATA|TAMBOPATA|170101|TAMBOPATA|PROV|||TAMBOPATA|1|
160102|MADRE DE DIOS|TAMBOPATA|INAMBARI|170102|TAMBOPATA|PROV|||TAMBOPATA|1|
160103|MADRE DE DIOS|TAMBOPATA|LAS PIEDRAS|170103|TAMBOPATA|PROV|||TAMBOPATA|1|
160104|MADRE DE DIOS|TAMBOPATA|LABERINTO|170104|TAMBOPATA|PROV|||TAMBOPATA|1|
160201|MADRE DE DIOS|MANU|MANU|170201|MANU|PROV|||MANU|0|
160202|MADRE DE DIOS|MANU|FITZCARRALD|170202|MANU|PROV|||MANU|0|
160203|MADRE DE DIOS|MANU|MADRE DE DIOS|170203|MANU|PROV|||MANU|0|
160204|MADRE DE DIOS|MANU|HUEPETUHE|170204|MANU|PROV|||MANU|0|
160301|MADRE DE DIOS|TAHUAMANU|IÑAPARI|170301|TAHUAMANU|PROV|||TAHUAMANU|0|
160302|MADRE DE DIOS|TAHUAMANU|IBERIA|170302|TAHUAMANU|PROV|||TAHUAMANU|0|
160303|MADRE DE DIOS|TAHUAMANU|TAHUAMANU|170303|TAHUAMANU|PROV|||TAHUAMANU|0|
170101|MOQUEGUA|MARISCAL NIETO|MOQUEGUA|180101|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170102|MOQUEGUA|MARISCAL NIETO|CARUMAS|180102|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170103|MOQUEGUA|MARISCAL NIETO|CUCHUMBAYA|180103|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170104|MOQUEGUA|MARISCAL NIETO|SAN CRISTOBAL|180105|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170105|MOQUEGUA|MARISCAL NIETO|TORATA|180106|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170106|MOQUEGUA|MARISCAL NIETO|SAMEGUA|180104|MARISCAL NIETO|PROV|||MARISCAL NIETO|0|
170201|MOQUEGUA|GENERAL SANCHEZ CERRO|OMATE|180201|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170202|MOQUEGUA|GENERAL SANCHEZ CERRO|COALAQUE|180203|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170203|MOQUEGUA|GENERAL SANCHEZ CERRO|CHOJATA|180202|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170204|MOQUEGUA|GENERAL SANCHEZ CERRO|ICHUÑA|180204|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170205|MOQUEGUA|GENERAL SANCHEZ CERRO|LA CAPILLA|180205|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170206|MOQUEGUA|GENERAL SANCHEZ CERRO|LLOQUE|180206|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170207|MOQUEGUA|GENERAL SANCHEZ CERRO|MATALAQUE|180207|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170208|MOQUEGUA|GENERAL SANCHEZ CERRO|PUQUINA|180208|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170209|MOQUEGUA|GENERAL SANCHEZ CERRO|QUINISTAQUILLAS|180209|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170210|MOQUEGUA|GENERAL SANCHEZ CERRO|UBINAS|180210|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170211|MOQUEGUA|GENERAL SANCHEZ CERRO|YUNGA|180211|GENERAL SANCHEZ CERRO|PROV|||GENERAL SANCHEZ CERRO|0|
170301|MOQUEGUA|ILO|ILO|180301|ILO|PROV|||ILO|1|
170302|MOQUEGUA|ILO|EL ALGARROBAL|180302|ILO|PROV|||ILO|1|
170303|MOQUEGUA|ILO|PACOCHA|180303|ILO|PROV|||ILO|1|
180101|PASCO|PASCO|CHAUPIMARCA|190101|PASCO|PROV|||PASCO|1|
180103|PASCO|PASCO|HUACHON|190102|PASCO|PROV|||PASCO|1|
180104|PASCO|PASCO|HUARIACA|190103|PASCO|PROV|||PASCO|1|
180105|PASCO|PASCO|HUAYLLAY|190104|PASCO|PROV|||PASCO|1|
180106|PASCO|PASCO|NINACACA|190105|PASCO|PROV|||PASCO|1|
180107|PASCO|PASCO|PALLANCHACRA|190106|PASCO|PROV|||PASCO|1|
180108|PASCO|PASCO|PAUCARTAMBO|190107|PASCO|PROV|||PASCO|1|
180109|PASCO|PASCO|SAN FRANCISCO DE ASIS DE YARUSYACAN|190108|PASCO|PROV|||PASCO|1|
180110|PASCO|PASCO|SIMON BOLIVAR|190109|PASCO|PROV|||PASCO|1|
180111|PASCO|PASCO|TICLACAYAN|190110|PASCO|PROV|||PASCO|1|
180112|PASCO|PASCO|TINYAHUARCO|190111|PASCO|PROV|||PASCO|1|
180113|PASCO|PASCO|VICCO|190112|PASCO|PROV|||PASCO|1|
180114|PASCO|PASCO|YANACANCHA|190113|PASCO|PROV|||PASCO|1|
180201|PASCO|DANIEL ALCIDES CARRION|YANAHUANCA|190201|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180202|PASCO|DANIEL ALCIDES CARRION|CHACAYAN|190202|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180203|PASCO|DANIEL ALCIDES CARRION|GOYLLARISQUIZGA|190203|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180204|PASCO|DANIEL ALCIDES CARRION|PAUCAR|190204|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180205|PASCO|DANIEL ALCIDES CARRION|SAN PEDRO DE PILLAO|190205|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180206|PASCO|DANIEL ALCIDES CARRION|SANTA ANA DE TUSI|190206|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180207|PASCO|DANIEL ALCIDES CARRION|TAPUC|190207|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180208|PASCO|DANIEL ALCIDES CARRION|VILCABAMBA|190208|DANIEL ALCIDES CARRION|PROV|||DANIEL ALCIDES CARRION|0|
180301|PASCO|OXAPAMPA|OXAPAMPA|190301|OXAPAMPA|PROV|||OXAPAMPA|0|
180302|PASCO|OXAPAMPA|CHONTABAMBA|190302|OXAPAMPA|PROV|||OXAPAMPA|0|
180303|PASCO|OXAPAMPA|HUANCABAMBA|190303|OXAPAMPA|PROV|||OXAPAMPA|0|
180304|PASCO|OXAPAMPA|PUERTO BERMUDEZ|190306|OXAPAMPA|PROV|||OXAPAMPA|0|
180305|PASCO|OXAPAMPA|VILLA RICA|190307|OXAPAMPA|PROV|||OXAPAMPA|0|
180306|PASCO|OXAPAMPA|POZUZO|190305|OXAPAMPA|PROV|||OXAPAMPA|0|
180307|PASCO|OXAPAMPA|PALCAZU|190304|OXAPAMPA|PROV|||OXAPAMPA|0|
190101|PIURA|PIURA|PIURA|200101|PIURA|PROV|||PIURA|1|
190103|PIURA|PIURA|CASTILLA|200104|CASTILLA|PROV|||PIURA|1|
190104|PIURA|PIURA|CATACAOS|200105|CATACAOS|PROV|||PIURA|1|
190105|PIURA|PIURA|LA ARENA|200109|LA ARENA|PROV|||PIURA|1|
190106|PIURA|PIURA|LA UNION|200110|LA UNION|PROV|||PIURA|1|
190107|PIURA|PIURA|LAS LOMAS|200111|LAS LOMAS|PROV|||PIURA|1|
190109|PIURA|PIURA|TAMBO GRANDE|200114|TAMBO GRANDE|PROV|||PIURA|1|
190113|PIURA|PIURA|CURA MORI|200107|CURA MORI|PROV|||PIURA|1|
190114|PIURA|PIURA|EL TALLAN|200108|EL TALLAN|PROV|||PIURA|1|
190201|PIURA|AYABACA|AYABACA|200201|AYABACA|PROV|||AYABACA|0|
190202|PIURA|AYABACA|FRIAS|200202|AYABACA|PROV|||AYABACA|0|
190203|PIURA|AYABACA|LAGUNAS|200204|AYABACA|PROV|||AYABACA|0|
190204|PIURA|AYABACA|MONTERO|200205|AYABACA|PROV|||AYABACA|0|
190205|PIURA|AYABACA|PACAIPAMPA|200206|AYABACA|PROV|||AYABACA|0|
190206|PIURA|AYABACA|SAPILLICA|200208|AYABACA|PROV|||AYABACA|0|
190207|PIURA|AYABACA|SICCHEZ|200209|AYABACA|PROV|||AYABACA|0|
190208|PIURA|AYABACA|SUYO|200210|AYABACA|PROV|||AYABACA|0|
190209|PIURA|AYABACA|JILILI|200203|AYABACA|PROV|||AYABACA|0|
190210|PIURA|AYABACA|PAIMAS|200207|AYABACA|PROV|||AYABACA|0|
190301|PIURA|HUANCABAMBA|HUANCABAMBA|200301|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190302|PIURA|HUANCABAMBA|CANCHAQUE|200302|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190303|PIURA|HUANCABAMBA|HUARMACA|200304|HUANCABAMBA|PROV|Olmos||HUANCABAMBA|0|
190304|PIURA|HUANCABAMBA|SONDOR|200307|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190305|PIURA|HUANCABAMBA|SONDORILLO|200308|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190306|PIURA|HUANCABAMBA|EL CARMEN DE LA FRONTERA|200303|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190307|PIURA|HUANCABAMBA|SAN MIGUEL DE EL FAIQUE|200306|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190308|PIURA|HUANCABAMBA|LALAQUIZ|200305|HUANCABAMBA|PROV|||HUANCABAMBA|0|
190401|PIURA|MORROPON|CHULUCANAS|200401|MORROPON|PROV|Chulucanas||MORROPON|0|
190402|PIURA|MORROPON|BUENOS AIRES|200402|MORROPON|PROV|||MORROPON|0|
190403|PIURA|MORROPON|CHALACO|200403|MORROPON|PROV|||MORROPON|0|
190404|PIURA|MORROPON|MORROPON|200405|MORROPON|PROV|Chulucanas||MORROPON|0|
190405|PIURA|MORROPON|SALITRAL|200406|MORROPON|PROV|||MORROPON|0|
190406|PIURA|MORROPON|SANTA CATALINA DE MOSSA|200408|MORROPON|PROV|||MORROPON|0|
190407|PIURA|MORROPON|SANTO DOMINGO|200409|MORROPON|PROV|||MORROPON|0|
190408|PIURA|MORROPON|LA MATANZA|200404|MORROPON|PROV|Chulucanas||MORROPON|0|
190409|PIURA|MORROPON|YAMANGO|200410|MORROPON|PROV|||MORROPON|0|
190410|PIURA|MORROPON|SAN JUAN DE BIGOTE|200407|MORROPON|PROV|||MORROPON|0|
